epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
34,17.4049,2.88021,2.98441,0.77197,0.15591,0.32882,0.29104,0.11376,2.52387,2.35025,0.74164,0.00119557,0.00119557,0.00119557
35,17.8263,2.79893,2.63338,0.76575,0.15591,0.32882,0.29104,0.11376,2.52387,2.35025,0.74164,0.0011885,0.0011885,0.0011885
36,18.2212,3.20552,3.20537,0.74658,0.15591,0.32882,0.29104,0.11376,2.52387,2.35025,0.74164,0.00118143,0.00118143,0.00118143
37,18.6281,2.8502,2.63349,0.77235,0.15591,0.32882,0.29104,0.11376,2.52387,2.35025,0.74164,0.00117435,0.00117435,0.00117435
38,19.0805,2.58835,2.4998,0.77492,0.43034,0.26562,0.34661,0.14379,2.09642,1.96947,0.72482,0.00116728,0.00116728,0.00116728
39,19.488,2.43944,2.2844,0.76538,0.43034,0.26562,0.34661,0.14379,2.09642,1.96947,0.72482,0.00116021,0.00116021,0.00116021
40,19.9287,2.26146,2.12282,0.77558,0.43034,0.26562,0.34661,0.14379,2.09642,1.96947,0.72482,0.00115313,0.00115313,0.00115313
41,20.3733,2.21347,1.96938,0.78584,0.43034,0.26562,0.34661,0.14379,2.09642,1.96947,0.72482,0.00114606,0.00114606,0.00114606
42,20.8185,2.68541,2.39498,0.73962,0.3456,0.22569,0.25978,0.07388,2.79785,2.11604,0.7315,0.00113898,0.00113898,0.00113898
43,21.205,2.93712,2.45353,0.74112,0.3456,0.22569,0.25978,0.07388,2.79785,2.11604,0.7315,0.00113191,0.00113191,0.00113191
44,21.7257,2.89254,2.84087,0.73221,0.3456,0.22569,0.25978,0.07388,2.79785,2.11604,0.7315,0.00112484,0.00112484,0.00112484
45,22.3719,2.68208,2.28956,0.75542,0.3456,0.22569,0.25978,0.07388,2.79785,2.11604,0.7315,0.00111776,0.00111776,0.00111776
46,22.7442,2.90775,3.30521,0.73522,0.33189,0.21936,0.23772,0.0664,2.81886,2.16869,0.73172,0.00111069,0.00111069,0.00111069
47,23.1385,2.7734,2.48588,0.75217,0.33189,0.21936,0.23772,0.0664,2.81886,2.16869,0.73172,0.00110362,0.00110362,0.00110362
48,23.5329,2.74705,2.46146,0.73897,0.33189,0.21936,0.23772,0.0664,2.81886,2.16869,0.73172,0.00109654,0.00109654,0.00109654
49,23.9305,2.9182,2.59342,0.74628,0.33189,0.21936,0.23772,0.0664,2.81886,2.16869,0.73172,0.00108947,0.00108947,0.00108947
50,24.3356,2.5152,2.16936,0.74412,0.36766,0.26044,0.30394,0.11853,2.20804,1.74258,0.72501,0.0010824,0.0010824,0.0010824
51,24.7467,2.22134,1.87941,0.77121,0.36766,0.26044,0.30394,0.11853,2.20804,1.74258,0.72501,0.00107532,0.00107532,0.00107532
52,25.1665,2.20514,1.85785,0.75286,0.36766,0.26044,0.30394,0.11853,2.20804,1.74258,0.72501,0.00106825,0.00106825,0.00106825
53,25.683,2.45754,2.09591,0.74723,0.36766,0.26044,0.30394,0.11853,2.20804,1.74258,0.72501,0.00106118,0.00106118,0.00106118
54,26.3817,2.65121,2.32816,0.72231,0.37009,0.23264,0.30306,0.123,2.11519,1.67415,0.72536,0.0010541,0.0010541,0.0010541
55,26.8605,2.25605,2.11034,0.77086,0.37009,0.23264,0.30306,0.123,2.11519,1.67415,0.72536,0.00104703,0.00104703,0.00104703
56,27.2642,2.42554,2.0467,0.74268,0.37009,0.23264,0.30306,0.123,2.11519,1.67415,0.72536,0.00103995,0.00103995,0.00103995
57,27.7665,2.28552,1.93468,0.76062,0.37009,0.23264,0.30306,0.123,2.11519,1.67415,0.72536,0.00103288,0.00103288,0.00103288
58,28.195,2.21651,1.84919,0.76141,0.37848,0.22396,0.30706,0.11999,2.18681,1.68986,0.72128,0.00102581,0.00102581,0.00102581
59,28.6236,2.448,2.11574,0.75736,0.37848,0.22396,0.30706,0.11999,2.18681,1.68986,0.72128,0.00101873,0.00101873,0.00101873
60,29.021,2.32303,2.09102,0.75231,0.37848,0.22396,0.30706,0.11999,2.18681,1.68986,0.72128,0.00101166,0.00101166,0.00101166
61,29.4432,2.26114,1.84333,0.76383,0.37848,0.22396,0.30706,0.11999,2.18681,1.68986,0.72128,0.00100459,0.00100459,0.00100459
62,30.0462,2.31195,2.12043,0.74929,0.41508,0.2376,0.33716,0.14308,1.99845,1.61445,0.71963,0.000997513,0.000997513,0.000997513
63,30.426,2.06098,1.62699,0.76817,0.41508,0.2376,0.33716,0.14308,1.99845,1.61445,0.71963,0.00099044,0.00099044,0.00099044
64,30.8103,2.10214,1.86644,0.75851,0.41508,0.2376,0.33716,0.14308,1.99845,1.61445,0.71963,0.000983366,0.000983366,0.000983366
65,31.2807,2.0276,1.8674,0.75857,0.41508,0.2376,0.33716,0.14308,1.99845,1.61445,0.71963,0.000976293,0.000976293,0.000976293
66,31.8385,2.13905,2.10293,0.74743,0.41961,0.25375,0.3275,0.13392,2.11531,1.64602,0.72069,0.000969219,0.000969219,0.000969219
67,32.3242,2.34023,1.932,0.7248,0.41961,0.25375,0.3275,0.13392,2.11531,1.64602,0.72069,0.000962146,0.000962146,0.000962146
68,32.8013,2.36421,2.28578,0.71776,0.41961,0.25375,0.3275,0.13392,2.11531,1.64602,0.72069,0.000955072,0.000955072,0.000955072
69,33.1707,2.4125,2.1366,0.70683,0.41961,0.25375,0.3275,0.13392,2.11531,1.64602,0.72069,0.000947999,0.000947999,0.000947999
70,33.5747,2.07751,1.89065,0.75148,0.39892,0.27881,0.33284,0.12971,2.21269,1.74568,0.71942,0.000940925,0.000940925,0.000940925
71,34.0312,2.25517,1.8205,0.73989,0.39892,0.27881,0.33284,0.12971,2.21269,1.74568,0.71942,0.000933851,0.000933851,0.000933851
72,34.4092,2.19583,2.0205,0.75502,0.39892,0.27881,0.33284,0.12971,2.21269,1.74568,0.71942,0.000926778,0.000926778,0.000926778
73,34.7998,2.34241,2.18409,0.7309,0.39892,0.27881,0.33284,0.12971,2.21269,1.74568,0.71942,0.000919704,0.000919704,0.000919704
74,35.2105,1.99378,1.79434,0.76275,0.42659,0.29792,0.35197,0.15482,1.8925,1.64138,0.7166,0.000912631,0.000912631,0.000912631
75,35.6179,1.88937,1.61084,0.75662,0.42659,0.29792,0.35197,0.15482,1.8925,1.64138,0.7166,0.000905557,0.000905557,0.000905557
76,36.0266,2.21031,2.12339,0.71726,0.42659,0.29792,0.35197,0.15482,1.8925,1.64138,0.7166,0.000898484,0.000898484,0.000898484
77,36.4727,2.03102,2.11548,0.74341,0.42659,0.29792,0.35197,0.15482,1.8925,1.64138,0.7166,0.00089141,0.00089141,0.00089141
78,36.8787,1.99085,1.85616,0.74671,0.41018,0.27749,0.3592,0.16509,1.79246,1.53987,0.71741,0.000884337,0.000884337,0.000884337
79,37.3478,2.41131,2.35275,0.71192,0.41018,0.27749,0.3592,0.16509,1.79246,1.53987,0.71741,0.000877263,0.000877263,0.000877263
80,37.7668,2.15687,2.08007,0.72448,0.41018,0.27749,0.3592,0.16509,1.79246,1.53987,0.71741,0.00087019,0.00087019,0.00087019
81,38.2371,2.03592,1.88124,0.74691,0.41018,0.27749,0.3592,0.16509,1.79246,1.53987,0.71741,0.000863116,0.000863116,0.000863116
82,38.8428,1.94781,1.86858,0.76063,0.41919,0.25694,0.36094,0.16461,1.83657,1.5264,0.7166,0.000856042,0.000856042,0.000856042
83,39.2615,2.29367,1.90824,0.7109,0.41919,0.25694,0.36094,0.16461,1.83657,1.5264,0.7166,0.000848969,0.000848969,0.000848969
84,39.728,1.99017,1.97666,0.73846,0.41919,0.25694,0.36094,0.16461,1.83657,1.5264,0.7166,0.000841895,0.000841895,0.000841895
85,40.1375,1.96653,1.70784,0.77294,0.41919,0.25694,0.36094,0.16461,1.83657,1.5264,0.7166,0.000834822,0.000834822,0.000834822
86,40.5266,2.24194,2.35182,0.69885,0.45908,0.25084,0.36167,0.17734,1.72824,1.48836,0.71575,0.000827748,0.000827748,0.000827748
87,40.9294,2.05952,2.07974,0.72604,0.45908,0.25084,0.36167,0.17734,1.72824,1.48836,0.71575,0.000820675,0.000820675,0.000820675
88,41.3657,1.76866,1.68584,0.76211,0.45908,0.25084,0.36167,0.17734,1.72824,1.48836,0.71575,0.000813601,0.000813601,0.000813601
89,41.7771,1.86467,1.56177,0.75022,0.45908,0.25084,0.36167,0.17734,1.72824,1.48836,0.71575,0.000806528,0.000806528,0.000806528
90,42.1921,1.89969,1.74704,0.75367,0.47574,0.26952,0.36589,0.15982,1.8838,1.50129,0.72015,0.000799454,0.000799454,0.000799454
91,42.5761,1.94682,1.69181,0.76199,0.47574,0.26952,0.36589,0.15982,1.8838,1.50129,0.72015,0.00079238,0.00079238,0.00079238
92,42.9688,2.04409,1.76085,0.73113,0.47574,0.26952,0.36589,0.15982,1.8838,1.50129,0.72015,0.000785307,0.000785307,0.000785307
93,43.3945,1.90495,1.71124,0.75877,0.47574,0.26952,0.36589,0.15982,1.8838,1.50129,0.72015,0.000778233,0.000778233,0.000778233
94,43.814,2.05316,1.72405,0.73267,0.43648,0.28358,0.36411,0.14085,2.16369,1.58375,0.72286,0.00077116,0.00077116,0.00077116
95,44.1876,2.31813,1.91646,0.72455,0.43648,0.28358,0.36411,0.14085,2.16369,1.58375,0.72286,0.000764086,0.000764086,0.000764086
96,44.5834,2.02964,2.02186,0.75356,0.43648,0.28358,0.36411,0.14085,2.16369,1.58375,0.72286,0.000757013,0.000757013,0.000757013
97,44.9708,1.83781,1.61637,0.75768,0.43648,0.28358,0.36411,0.14085,2.16369,1.58375,0.72286,0.000749939,0.000749939,0.000749939
98,45.4222,1.81904,1.80628,0.75835,0.4555,0.3059,0.37291,0.15865,1.95443,1.51086,0.7214,0.000742866,0.000742866,0.000742866
99,45.9758,1.88185,1.71969,0.74757,0.4555,0.3059,0.37291,0.15865,1.95443,1.51086,0.7214,0.000735792,0.000735792,0.000735792
100,46.3798,1.80667,1.55996,0.74796,0.4555,0.3059,0.37291,0.15865,1.95443,1.51086,0.7214,0.000728719,0.000728719,0.000728719
101,46.7765,1.88756,1.70898,0.75023,0.4555,0.3059,0.37291,0.15865,1.95443,1.51086,0.7214,0.000721645,0.000721645,0.000721645
102,47.151,2.11463,2.27024,0.72097,0.48394,0.29201,0.37784,0.18183,1.629,1.39147,0.71666,0.000714571,0.000714571,0.000714571
103,47.6459,1.83321,1.63478,0.75752,0.48394,0.29201,0.37784,0.18183,1.629,1.39147,0.71666,0.000707498,0.000707498,0.000707498
104,48.0635,1.75353,1.633,0.73729,0.48394,0.29201,0.37784,0.18183,1.629,1.39147,0.71666,0.000700424,0.000700424,0.000700424
105,48.4537,1.97006,1.732,0.71534,0.48394,0.29201,0.37784,0.18183,1.629,1.39147,0.71666,0.000693351,0.000693351,0.000693351
106,48.8694,2.09008,1.95165,0.72645,0.47921,0.26344,0.3847,0.1885,1.67517,1.39212,0.71645,0.000686277,0.000686277,0.000686277
107,49.4008,1.9346,1.82139,0.73589,0.47921,0.26344,0.3847,0.1885,1.67517,1.39212,0.71645,0.000679204,0.000679204,0.000679204
108,49.7904,1.7431,1.56001,0.74304,0.47921,0.26344,0.3847,0.1885,1.67517,1.39212,0.71645,0.00067213,0.00067213,0.00067213
109,50.1865,2.08346,1.9218,0.71442,0.47921,0.26344,0.3847,0.1885,1.67517,1.39212,0.71645,0.000665057,0.000665057,0.000665057
110,50.6276,1.83382,1.4728,0.75289,0.5507,0.25237,0.3862,0.17181,1.95642,1.46216,0.71577,0.000657983,0.000657983,0.000657983
111,51.028,1.98043,1.69072,0.72466,0.5507,0.25237,0.3862,0.17181,1.95642,1.46216,0.71577,0.000650909,0.000650909,0.000650909
112,51.4538,1.8385,1.42415,0.7614,0.5507,0.25237,0.3862,0.17181,1.95642,1.46216,0.71577,0.000643836,0.000643836,0.000643836
113,51.9685,2.01407,1.74428,0.73081,0.5507,0.25237,0.3862,0.17181,1.95642,1.46216,0.71577,0.000636762,0.000636762,0.000636762
114,52.3743,1.87296,1.74488,0.73108,0.51162,0.3117,0.38991,0.17509,1.95134,1.45341,0.71873,0.000629689,0.000629689,0.000629689
115,52.8313,2.07906,1.84081,0.72605,0.51162,0.3117,0.38991,0.17509,1.95134,1.45341,0.71873,0.000622615,0.000622615,0.000622615
116,53.2927,1.9853,1.79377,0.72441,0.51162,0.3117,0.38991,0.17509,1.95134,1.45341,0.71873,0.000615542,0.000615542,0.000615542
117,55.4039,1.82563,1.58417,0.7386,0.51162,0.3117,0.38991,0.17509,1.95134,1.45341,0.71873,0.000608468,0.000608468,0.000608468
118,55.9614,1.87561,1.74964,0.7417,0.56512,0.25035,0.38939,0.19379,1.67025,1.36693,0.71978,0.000601395,0.000601395,0.000601395
119,56.3779,1.73539,1.53716,0.75149,0.56512,0.25035,0.38939,0.19379,1.67025,1.36693,0.71978,0.000594321,0.000594321,0.000594321
120,56.7956,1.98749,1.7184,0.72702,0.56512,0.25035,0.38939,0.19379,1.67025,1.36693,0.71978,0.000587248,0.000587248,0.000587248
121,57.22,1.85523,1.61853,0.73931,0.56512,0.25035,0.38939,0.19379,1.67025,1.36693,0.71978,0.000580174,0.000580174,0.000580174
122,57.6794,1.8637,1.58522,0.7451,0.56828,0.26509,0.39244,0.19319,1.67369,1.36158,0.7178,0.0005731,0.0005731,0.0005731
123,58.092,2.24119,2.14766,0.6977,0.56828,0.26509,0.39244,0.19319,1.67369,1.36158,0.7178,0.000566027,0.000566027,0.000566027
124,58.4641,1.80297,1.5202,0.75258,0.56828,0.26509,0.39244,0.19319,1.67369,1.36158,0.7178,0.000558953,0.000558953,0.000558953
125,58.93,1.98432,1.81756,0.71069,0.56828,0.26509,0.39244,0.19319,1.67369,1.36158,0.7178,0.00055188,0.00055188,0.00055188
126,59.3421,1.99891,1.75726,0.72182,0.59146,0.28381,0.4022,0.19834,1.69236,1.359,0.71564,0.000544806,0.000544806,0.000544806
127,59.8154,1.92472,1.72485,0.7208,0.59146,0.28381,0.4022,0.19834,1.69236,1.359,0.71564,0.000537733,0.000537733,0.000537733
128,60.2397,1.8645,1.44767,0.7223,0.59146,0.28381,0.4022,0.19834,1.69236,1.359,0.71564,0.000530659,0.000530659,0.000530659
129,60.663,1.71197,1.32162,0.75239,0.59146,0.28381,0.4022,0.19834,1.69236,1.359,0.71564,0.000523586,0.000523586,0.000523586
130,61.0628,1.69768,1.50328,0.75717,0.53122,0.31275,0.40959,0.19251,1.80483,1.37972,0.71465,0.000516512,0.000516512,0.000516512
131,61.4585,1.7578,1.36625,0.73644,0.53122,0.31275,0.40959,0.19251,1.80483,1.37972,0.71465,0.000509438,0.000509438,0.000509438
132,61.8734,1.76806,1.52137,0.74354,0.53122,0.31275,0.40959,0.19251,1.80483,1.37972,0.71465,0.000502365,0.000502365,0.000502365
133,62.2859,1.7875,1.58458,0.73372,0.53122,0.31275,0.40959,0.19251,1.80483,1.37972,0.71465,0.000495291,0.000495291,0.000495291
134,62.6693,1.75127,1.46376,0.73986,0.57208,0.30432,0.41457,0.1938,1.79631,1.36373,0.71449,0.000488218,0.000488218,0.000488218
135,63.0652,1.63487,1.50544,0.77087,0.57208,0.30432,0.41457,0.1938,1.79631,1.36373,0.71449,0.000481144,0.000481144,0.000481144
136,63.4654,1.93662,1.69431,0.71654,0.57208,0.30432,0.41457,0.1938,1.79631,1.36373,0.71449,0.000474071,0.000474071,0.000474071
137,63.8528,1.86803,1.57902,0.72523,0.57208,0.30432,0.41457,0.1938,1.79631,1.36373,0.71449,0.000466997,0.000466997,0.000466997
138,64.2628,1.69915,1.4893,0.74171,0.55613,0.30451,0.41568,0.2094,1.58541,1.28921,0.71489,0.000459924,0.000459924,0.000459924
139,64.9106,1.79383,1.49237,0.72404,0.55613,0.30451,0.41568,0.2094,1.58541,1.28921,0.71489,0.00045285,0.00045285,0.00045285
140,65.3211,1.59701,1.49767,0.74783,0.55613,0.30451,0.41568,0.2094,1.58541,1.28921,0.71489,0.000445777,0.000445777,0.000445777
141,65.7878,1.92034,2.02531,0.69572,0.55613,0.30451,0.41568,0.2094,1.58541,1.28921,0.71489,0.000438703,0.000438703,0.000438703
142,66.1996,1.75795,1.44647,0.73533,0.56619,0.30637,0.41344,0.21502,1.4837,1.24887,0.71413,0.000431629,0.000431629,0.000431629
143,66.7254,1.7942,1.54774,0.72977,0.56619,0.30637,0.41344,0.21502,1.4837,1.24887,0.71413,0.000424556,0.000424556,0.000424556
144,67.2082,1.76425,1.44359,0.74324,0.56619,0.30637,0.41344,0.21502,1.4837,1.24887,0.71413,0.000417482,0.000417482,0.000417482
145,67.6006,1.89469,2.10593,0.70527,0.56619,0.30637,0.41344,0.21502,1.4837,1.24887,0.71413,0.000410409,0.000410409,0.000410409
146,68.0802,1.80492,1.63081,0.74218,0.57405,0.29464,0.4139,0.21064,1.53763,1.2532,0.71393,0.000403335,0.000403335,0.000403335
147,68.4734,1.66481,1.52391,0.74284,0.57405,0.29464,0.4139,0.21064,1.53763,1.2532,0.71393,0.000396262,0.000396262,0.000396262
148,68.8522,1.94981,1.65518,0.71388,0.57405,0.29464,0.4139,0.21064,1.53763,1.2532,0.71393,0.000389188,0.000389188,0.000389188
149,69.2537,1.6399,1.47967,0.73806,0.57405,0.29464,0.4139,0.21064,1.53763,1.2532,0.71393,0.000382115,0.000382115,0.000382115
150,69.6653,1.66461,1.35419,0.73976,0.60022,0.28539,0.41239,0.20428,1.62781,1.26936,0.71405,0.000375041,0.000375041,0.000375041
151,70.0667,1.66741,1.37769,0.73407,0.60022,0.28539,0.41239,0.20428,1.62781,1.26936,0.71405,0.000367967,0.000367967,0.000367967
152,70.5569,1.92807,1.91585,0.69858,0.60022,0.28539,0.41239,0.20428,1.62781,1.26936,0.71405,0.000360894,0.000360894,0.000360894
153,70.9523,1.72094,1.62866,0.73586,0.60022,0.28539,0.41239,0.20428,1.62781,1.26936,0.71405,0.00035382,0.00035382,0.00035382
154,71.4494,1.7682,1.55352,0.71188,0.62205,0.2753,0.40986,0.20813,1.61908,1.2662,0.7121,0.000346747,0.000346747,0.000346747
155,71.8193,1.64263,1.44143,0.74834,0.62205,0.2753,0.40986,0.20813,1.61908,1.2662,0.7121,0.000339673,0.000339673,0.000339673
156,72.2392,1.69994,1.34371,0.71981,0.62205,0.2753,0.40986,0.20813,1.61908,1.2662,0.7121,0.0003326,0.0003326,0.0003326
157,72.6678,1.58696,1.53819,0.75712,0.62205,0.2753,0.40986,0.20813,1.61908,1.2662,0.7121,0.000325526,0.000325526,0.000325526
158,73.0737,1.68918,1.43446,0.72124,0.61261,0.28403,0.41278,0.21236,1.54235,1.24843,0.71182,0.000318453,0.000318453,0.000318453
159,73.5226,1.60441,1.27883,0.74281,0.61261,0.28403,0.41278,0.21236,1.54235,1.24843,0.71182,0.000311379,0.000311379,0.000311379
160,74.0874,1.74637,1.55741,0.70943,0.61261,0.28403,0.41278,0.21236,1.54235,1.24843,0.71182,0.000304306,0.000304306,0.000304306
161,74.496,1.59062,1.45795,0.74692,0.61261,0.28403,0.41278,0.21236,1.54235,1.24843,0.71182,0.000297232,0.000297232,0.000297232
162,74.8807,1.67513,1.54346,0.72617,0.63224,0.29241,0.42163,0.21229,1.53612,1.2498,0.7135,0.000290158,0.000290158,0.000290158
163,75.3031,1.6534,1.41331,0.72852,0.63224,0.29241,0.42163,0.21229,1.53612,1.2498,0.7135,0.000283085,0.000283085,0.000283085
164,75.6814,1.77269,1.5268,0.71221,0.63224,0.29241,0.42163,0.21229,1.53612,1.2498,0.7135,0.000276011,0.000276011,0.000276011
165,76.0693,1.79454,1.52245,0.71878,0.63224,0.29241,0.42163,0.21229,1.53612,1.2498,0.7135,0.000268938,0.000268938,0.000268938
166,76.487,1.65279,1.40751,0.72806,0.64804,0.28403,0.42248,0.21543,1.47337,1.22977,0.71348,0.000261864,0.000261864,0.000261864
167,76.883,1.58168,1.33658,0.73872,0.64804,0.28403,0.42248,0.21543,1.47337,1.22977,0.71348,0.000254791,0.000254791,0.000254791
168,77.3992,1.65679,1.5362,0.71435,0.64804,0.28403,0.42248,0.21543,1.47337,1.22977,0.71348,0.000247717,0.000247717,0.000247717
169,77.7948,1.67022,1.63244,0.72386,0.64804,0.28403,0.42248,0.21543,1.47337,1.22977,0.71348,0.000240644,0.000240644,0.000240644
170,78.1913,1.64004,1.529,0.70928,0.68544,0.29361,0.43127,0.22341,1.42758,1.20678,0.71228,0.00023357,0.00023357,0.00023357
171,78.7131,1.70527,1.87011,0.72167,0.68544,0.29361,0.43127,0.22341,1.42758,1.20678,0.71228,0.000226497,0.000226497,0.000226497
172,79.1436,1.47015,1.30814,0.74667,0.68544,0.29361,0.43127,0.22341,1.42758,1.20678,0.71228,0.000219423,0.000219423,0.000219423
173,79.5485,1.61855,1.24031,0.73826,0.68544,0.29361,0.43127,0.22341,1.42758,1.20678,0.71228,0.000212349,0.000212349,0.000212349
174,79.9731,1.70217,1.48898,0.70822,0.68338,0.29506,0.43152,0.2257,1.44357,1.19931,0.71207,0.000205276,0.000205276,0.000205276
175,80.4668,1.75257,1.61878,0.70781,0.68338,0.29506,0.43152,0.2257,1.44357,1.19931,0.71207,0.000198202,0.000198202,0.000198202
176,80.8559,1.64179,1.26079,0.722,0.68338,0.29506,0.43152,0.2257,1.44357,1.19931,0.71207,0.000191129,0.000191129,0.000191129
177,81.3377,1.52541,1.2109,0.76051,0.68338,0.29506,0.43152,0.2257,1.44357,1.19931,0.71207,0.000184055,0.000184055,0.000184055
178,81.7576,1.58574,1.36567,0.74836,0.68739,0.29684,0.43752,0.22072,1.50838,1.20859,0.71229,0.000176982,0.000176982,0.000176982
179,82.1437,1.72865,1.56415,0.71271,0.68739,0.29684,0.43752,0.22072,1.50838,1.20859,0.71229,0.000169908,0.000169908,0.000169908
180,82.5253,1.594,1.34114,0.72459,0.68739,0.29684,0.43752,0.22072,1.50838,1.20859,0.71229,0.000162835,0.000162835,0.000162835
181,83.1744,1.52941,1.29323,0.73467,0.68739,0.29684,0.43752,0.22072,1.50838,1.20859,0.71229,0.000155761,0.000155761,0.000155761
182,83.5647,1.50731,1.26149,0.77131,0.69922,0.30144,0.44007,0.2221,1.53649,1.21217,0.71214,0.000148687,0.000148687,0.000148687
183,83.9654,1.66717,1.34227,0.73285,0.69922,0.30144,0.44007,0.2221,1.53649,1.21217,0.71214,0.000141614,0.000141614,0.000141614
184,84.4156,1.58853,1.48649,0.723,0.69922,0.30144,0.44007,0.2221,1.53649,1.21217,0.71214,0.00013454,0.00013454,0.00013454
185,84.8063,1.57511,1.22234,0.73378,0.69922,0.30144,0.44007,0.2221,1.53649,1.21217,0.71214,0.000127467,0.000127467,0.000127467
186,85.2386,2.00491,1.74371,0.66893,0.68756,0.30323,0.4458,0.22775,1.50605,1.20188,0.71204,0.000120393,0.000120393,0.000120393
