epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
172,73.1982,1.49882,1.26219,0.74887,0.67137,0.29479,0.45873,0.23177,1.51087,1.17566,0.71494,0.000219423,0.000219423,0.000219423
173,73.7752,1.59851,1.19914,0.73952,0.67137,0.29479,0.45873,0.23177,1.51087,1.17566,0.71494,0.000212349,0.000212349,0.000212349
174,74.3167,1.71869,1.44119,0.70925,0.70538,0.30377,0.466,0.23504,1.4469,1.15625,0.71431,0.000205276,0.000205276,0.000205276
175,74.7061,1.81127,1.61865,0.70889,0.70538,0.30377,0.466,0.23504,1.4469,1.15625,0.71431,0.000198202,0.000198202,0.000198202
176,75.1437,1.64915,1.23727,0.72278,0.70538,0.30377,0.466,0.23504,1.4469,1.15625,0.71431,0.000191129,0.000191129,0.000191129
177,75.5547,1.54138,1.19159,0.76158,0.70538,0.30377,0.466,0.23504,1.4469,1.15625,0.71431,0.000184055,0.000184055,0.000184055
178,76.0132,1.60793,1.3429,0.74956,0.70659,0.30298,0.46598,0.23464,1.45515,1.15637,0.71431,0.000176982,0.000176982,0.000176982
179,76.4018,1.7363,1.50716,0.71243,0.70659,0.30298,0.46598,0.23464,1.45515,1.15637,0.71431,0.000169908,0.000169908,0.000169908
180,76.7884,1.59183,1.28772,0.72485,0.70659,0.30298,0.46598,0.23464,1.45515,1.15637,0.71431,0.000162835,0.000162835,0.000162835
181,77.1743,1.59597,1.29308,0.73617,0.70659,0.30298,0.46598,0.23464,1.45515,1.15637,0.71431,0.000155761,0.000155761,0.000155761
182,77.8782,1.46812,1.21226,0.77059,0.70976,0.30177,0.4683,0.23421,1.46603,1.15453,0.71368,0.000148687,0.000148687,0.000148687
183,78.2847,1.64588,1.2848,0.73411,0.70976,0.30177,0.4683,0.23421,1.46603,1.15453,0.71368,0.000141614,0.000141614,0.000141614
184,78.6475,1.57006,1.43791,0.72275,0.70976,0.30177,0.4683,0.23421,1.46603,1.15453,0.71368,0.00013454,0.00013454,0.00013454
185,79.0424,1.57578,1.1875,0.73474,0.70976,0.30177,0.4683,0.23421,1.46603,1.15453,0.71368,0.000127467,0.000127467,0.000127467
186,79.4315,1.95329,1.68331,0.66875,0.71652,0.31181,0.46942,0.23485,1.46933,1.14909,0.7132,0.000120393,0.000120393,0.000120393
187,79.8571,1.44532,1.19881,0.75542,0.71652,0.31181,0.46942,0.23485,1.46933,1.14909,0.7132,0.00011332,0.00011332,0.00011332
188,80.2618,1.44245,1.13233,0.75211,0.71652,0.31181,0.46942,0.23485,1.46933,1.14909,0.7132,0.000106246,0.000106246,0.000106246
189,80.8175,1.51486,1.50327,0.75161,0.71652,0.31181,0.46942,0.23485,1.46933,1.14909,0.7132,9.91726e-05,9.91726e-05,9.91726e-05
190,81.2142,1.60498,1.42832,0.71584,0.72629,0.31826,0.47529,0.23675,1.46832,1.14369,0.71291,9.20991e-05,9.20991e-05,9.20991e-05
191,91.4997,1.57849,1.77575,0.74546,0.72629,0.31826,0.47529,0.23675,1.46832,1.14369,0.71291,8.50255e-05,8.50255e-05,8.50255e-05
192,91.9856,1.46346,1.38609,0.7655,0.72629,0.31826,0.47529,0.23675,1.46832,1.14369,0.71291,7.7952e-05,7.7952e-05,7.7952e-05
193,92.603,1.49679,1.34326,0.77414,0.72629,0.31826,0.47529,0.23675,1.46832,1.14369,0.71291,7.08784e-05,7.08784e-05,7.08784e-05
194,93.0752,1.37789,1.31784,0.76392,0.71252,0.33054,0.48239,0.23822,1.47687,1.14225,0.71285,6.38049e-05,6.38049e-05,6.38049e-05
195,93.4518,1.76924,2.07524,0.71732,0.71252,0.33054,0.48239,0.23822,1.47687,1.14225,0.71285,5.67313e-05,5.67313e-05,5.67313e-05
196,93.8349,1.53079,1.47016,0.72437,0.71252,0.33054,0.48239,0.23822,1.47687,1.14225,0.71285,4.96578e-05,4.96578e-05,4.96578e-05
197,94.2255,1.46799,1.27711,0.7499,0.71252,0.33054,0.48239,0.23822,1.47687,1.14225,0.71285,4.25842e-05,4.25842e-05,4.25842e-05
198,94.6025,1.43546,1.44965,0.75565,0.67485,0.33013,0.48424,0.23944,1.48388,1.14668,0.71292,3.55107e-05,3.55107e-05,3.55107e-05
199,94.9717,1.67479,1.81349,0.72646,0.67485,0.33013,0.48424,0.23944,1.48388,1.14668,0.71292,2.84371e-05,2.84371e-05,2.84371e-05
200,95.4463,1.54052,1.5642,0.74471,0.67485,0.33013,0.48424,0.23944,1.48388,1.14668,0.71292,2.13636e-05,2.13636e-05,2.13636e-05
