epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
23,8.39116,3.30223,2.68817,0.69849,0.00991,0.02257,0.00529,0.00108,4.09049,4.45335,0.64189,0.000362937,0.000362937,0.000362937
24,8.6636,3.35225,3.44751,0.70511,0.00991,0.02257,0.00529,0.00108,4.09049,4.45335,0.64189,0.00036577,0.00036577,0.00036577
25,9.0374,3.33747,3.11588,0.74071,0.01176,0.02604,0.00624,0.00169,3.74843,4.35541,0.64448,0.00036747,0.00036747,0.00036747
26,9.33787,3.5712,3.10569,0.71604,0.01176,0.02604,0.00624,0.00169,3.74843,4.35541,0.64448,0.000368039,0.000368039,0.000368039
27,9.62584,3.6428,3.66184,0.67891,0.01176,0.02604,0.00624,0.00169,3.74843,4.35541,0.64448,0.000367476,0.000367476,0.000367476
28,9.94567,3.42943,3.52371,0.68907,0.01329,0.02778,0.00709,0.002,3.72138,4.30162,0.64689,0.000365781,0.000365781,0.000365781
29,10.2261,3.2828,3.25358,0.68934,0.01329,0.02778,0.00709,0.002,3.72138,4.30162,0.64689,0.000362955,0.000362955,0.000362955
30,10.5794,3.298,4.50745,0.67396,0.01347,0.02778,0.00719,0.00185,3.99223,4.23866,0.64343,0.000358996,0.000358996,0.000358996
31,10.857,3.27105,3.26954,0.673,0.01347,0.02778,0.00719,0.00185,3.99223,4.23866,0.64343,0.000353906,0.000353906,0.000353906
32,11.1101,3.34515,3.17687,0.68837,0.01347,0.02778,0.00719,0.00185,3.99223,4.23866,0.64343,0.000347684,0.000347684,0.000347684
33,11.3859,3.23692,3.08991,0.69827,0.01849,0.03819,0.01,0.0024,3.99427,4.10005,0.64388,0.000340331,0.000340331,0.000340331
34,11.653,3.22345,3.16561,0.6875,0.01849,0.03819,0.01,0.0024,3.99427,4.10005,0.64388,0.000331845,0.000331845,0.000331845
35,11.9957,3.58175,4.60224,0.64058,0.01849,0.03819,0.01,0.0024,3.99427,4.10005,0.64388,0.000322228,0.000322228,0.000322228
36,12.2874,3.15662,3.02097,0.67511,0.01538,0.03125,0.01573,0.00539,3.72675,3.86896,0.64447,0.000311479,0.000311479,0.000311479
37,12.58,3.26733,3.74216,0.63753,0.01538,0.03125,0.01573,0.00539,3.72675,3.86896,0.64447,0.000299598,0.000299598,0.000299598
38,12.8855,3.10225,3.01096,0.69661,0.01538,0.03125,0.01573,0.00539,3.72675,3.86896,0.64447,0.000286586,0.000286586,0.000286586
39,13.1763,3.34081,3.1717,0.63864,0.02876,0.05903,0.02726,0.00866,3.49784,3.68206,0.64672,0.000272442,0.000272442,0.000272442
40,13.506,3.0546,2.54917,0.69435,0.02876,0.05903,0.02726,0.00866,3.49784,3.68206,0.64672,0.000257166,0.000257166,0.000257166
41,24.3072,3.53468,5.07478,0.67357,0.02876,0.05903,0.02726,0.00866,3.49784,3.68206,0.64672,0.000240758,0.000240758,0.000240758
42,24.6771,2.82684,2.87783,0.70627,0.03012,0.06076,0.03151,0.00962,3.42791,3.55829,0.64769,0.000223218,0.000223218,0.000223218
43,24.9631,3.25836,3.3913,0.66455,0.03012,0.06076,0.03151,0.00962,3.42791,3.55829,0.64769,0.000204547,0.000204547,0.000204547
44,25.4772,3.11861,3.32951,0.70339,0.03012,0.06076,0.03151,0.00962,3.42791,3.55829,0.64769,0.000184744,0.000184744,0.000184744
45,25.7835,3.06612,2.53845,0.7122,0.03012,0.06076,0.03151,0.00962,3.42791,3.55829,0.64769,0.000163809,0.000163809,0.000163809
46,26.1016,2.96534,2.82787,0.70532,0.03217,0.06424,0.03497,0.00982,3.4329,3.44385,0.64747,0.000141743,0.000141743,0.000141743
47,26.398,2.95569,2.95996,0.70885,0.03217,0.06424,0.03497,0.00982,3.4329,3.44385,0.64747,0.000118544,0.000118544,0.000118544
48,26.6637,3.07311,2.87322,0.70226,0.03217,0.06424,0.03497,0.00982,3.4329,3.44385,0.64747,9.4214e-05,9.4214e-05,9.4214e-05
49,26.9401,3.03475,4.54031,0.69253,0.03217,0.06424,0.03497,0.00982,3.4329,3.44385,0.64747,6.8752e-05,6.8752e-05,6.8752e-05
50,27.2351,3.11079,3.77469,0.68259,0.03739,0.07465,0.04384,0.01114,3.42408,3.29169,0.64772,4.21584e-05,4.21584e-05,4.21584e-05
